,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM2.5
26253,26254,2012,12,29,21,4,-9.0,35.51,1036.9,5.0,SW,4.0,0.0,0.0,43.0
26254,26255,2012,12,29,22,4,-8.0,41.17,1037.9,4.0,cv,1.0,0.0,0.0,59.0
26255,26256,2012,12,29,23,4,-8.0,41.17,1037.9,4.0,cv,2.0,0.0,0.0,55.0
26256,26257,2012,12,30,0,4,-6.0,48.04,1037.9,4.0,cv,3.0,0.0,0.0,44.0
26257,26258,2012,12,30,1,4,-6.0,48.04,1036.9,4.0,SW,3.0,0.0,0.0,43.0
26258,26259,2012,12,30,2,4,-8.0,41.17,1035.9,4.0,SW,5.0,0.0,0.0,50.0
26259,26260,2012,12,30,3,4,-6.0,55.36,1035.9,2.0,SW,6.0,0.0,0.0,43.0
26260,26261,2012,12,30,4,4,-5.0,64.18,1034.9,1.0,SW,7.0,0.0,0.0,47.0
26261,26262,2012,12,30,5,4,-5.0,64.18,1033.9,1.0,cv,0.0,0.0,0.0,56.0
26262,26263,2012,12,30,6,4,-4.0,69.21,1033.9,1.0,cv,0.0,0.0,0.0,59.0
26263,26264,2012,12,30,7,4,-4.0,74.41,1033.9,0.0,SW,1.0,0.0,0.0,58.0
26264,26265,2012,12,30,8,4,-2.0,86.37,1033.9,0.0,cv,0.0,0.0,0.0,70.0
26265,26266,2012,12,30,9,4,-3.0,74.59,1034.9,1.0,NW,1.0,0.0,0.0,88.0
26266,26267,2012,12,30,10,4,-6.0,48.04,1034.9,4.0,cv,1.0,0.0,0.0,95.0
26267,26268,2012,12,30,11,4,-12.0,26.09,1034.9,6.0,cv,3.0,0.0,0.0,66.0
26268,26269,2012,12,30,12,4,-14.0,20.7,1033.9,7.0,SW,3.0,0.0,0.0,61.0
26269,26270,2012,12,30,13,4,-14.0,19.34,1031.8,8.0,SE,3.0,0.0,0.0,71.0
26270,26271,2012,12,30,14,4,-13.0,20.98,1031.2,8.0,SW,2.0,0.0,0.0,29.0
26271,26272,2012,12,30,15,4,-12.0,22.75,1030.1,8.0,SE,2.0,0.0,0.0,39.0
26272,26273,2012,12,30,16,4,-11.0,23.04,1029.1,9.0,SW,2.0,0.0,0.0,41.0
26273,26274,2012,12,30,17,4,-11.0,24.65,1028.1,8.0,SW,4.0,0.0,0.0,38.0
26274,26275,2012,12,30,18,4,-10.0,30.61,1028.1,6.0,SW,6.0,0.0,0.0,44.0
26275,26276,2012,12,30,19,4,-6.0,48.04,1029.1,4.0,SW,7.0,0.0,0.0,50.0
26276,26277,2012,12,30,20,4,-6.0,51.56,1029.1,3.0,cv,0.0,0.0,0.0,92.0
26277,26278,2012,12,30,21,4,-5.0,64.18,1029.1,1.0,cv,0.0,0.0,0.0,114.0
26278,26279,2012,12,30,22,4,-7.0,51.27,1029.1,2.0,cv,1.0,0.0,0.0,88.0
26279,26280,2012,12,30,23,4,-8.0,44.19,1029.1,3.0,SE,2.0,0.0,0.0,79.0
26280,26281,2012,12,31,0,4,-7.0,55.08,1028.1,1.0,cv,1.0,0.0,0.0,78.0
26281,26282,2012,12,31,1,4,-5.0,69.0,1028.1,0.0,cv,1.0,0.0,0.0,66.0
26282,26283,2012,12,31,2,4,-5.0,69.0,1027.1,0.0,cv,2.0,0.0,0.0,54.0
26283,26284,2012,12,31,3,4,-5.0,69.0,1026.1,0.0,cv,2.0,0.0,0.0,58.0
26284,26285,2012,12,31,4,4,-4.0,74.41,1026.1,0.0,SW,1.0,0.0,0.0,62.0
26285,26286,2012,12,31,5,4,-5.0,69.0,1025.1,0.0,cv,0.0,0.0,0.0,59.0
26286,26287,2012,12,31,6,4,-5.0,69.0,1025.1,0.0,cv,0.0,0.0,0.0,58.0
26287,26288,2012,12,31,7,4,-4.0,80.04,1024.0,-1.0,cv,0.0,0.0,0.0,60.0
26288,26289,2012,12,31,8,4,-3.0,86.26,1025.1,-1.0,cv,0.0,0.0,0.0,70.0
26290,26291,2012,12,31,10,4,-4.0,60.0,1026.1,3.0,cv,1.0,0.0,0.0,173.0
26291,26292,2012,12,31,11,4,-6.0,44.8,1026.1,5.0,cv,2.0,0.0,0.0,136.0
26292,26293,2012,12,31,12,4,-9.0,33.12,1025.1,6.0,cv,3.0,0.0,0.0,105.0
26293,26294,2012,12,31,13,4,-9.0,30.92,1023.0,7.0,NE,1.0,0.0,0.0,74.0
26294,26295,2012,12,31,14,4,-10.0,26.69,1021.0,8.0,NE,3.0,0.0,0.0,74.0
26295,26296,2012,12,31,15,4,-10.0,24.94,1020.0,9.0,NE,5.0,0.0,0.0,74.0
26296,26297,2012,12,31,16,4,-11.0,23.04,1019.0,9.0,NE,7.0,0.0,0.0,66.0
26297,26298,2012,12,31,17,4,-10.0,24.94,1019.0,9.0,cv,1.0,0.0,0.0,69.0
26298,26299,2012,12,31,18,4,-9.0,30.92,1020.0,7.0,cv,2.0,0.0,0.0,74.0
26299,26300,2012,12,31,19,4,-5.0,51.84,1020.0,4.0,cv,2.0,0.0,0.0,83.0
26300,26301,2012,12,31,20,4,-5.0,51.84,1022.0,4.0,cv,3.0,0.0,0.0,96.0
26301,26302,2012,12,31,21,4,-6.0,48.04,1022.0,4.0,cv,4.0,0.0,0.0,89.0
26302,26303,2012,12,31,22,4,-5.0,55.63,1022.0,3.0,cv,5.0,0.0,0.0,92.0
26303,26304,2012,12,31,23,4,-5.0,59.74,1022.0,2.0,SW,1.0,0.0,0.0,114.0
26304,26305,2013,1,1,0,4,-4.0,64.42,1022.0,2.0,cv,1.0,0.0,0.0,129.33333333333334
26305,26306,2013,1,1,1,4,-3.0,80.19,1022.0,0.0,cv,1.0,0.0,0.0,142.66666666666666
26307,26308,2013,1,1,3,4,-3.0,80.19,1022.0,0.0,SW,1.0,0.0,0.0,182.5
26308,26309,2013,1,1,4,4,-1.0,100.0,1021.0,-1.0,cv,0.0,0.0,0.0,187.0
26309,26310,2013,1,1,5,4,-3.0,92.85,1021.0,-2.0,SW,1.0,0.0,0.0,195.0
26310,26311,2013,1,1,6,4,-2.0,92.91,1021.0,-1.0,NW,1.0,0.0,0.0,219.5
26311,26312,2013,1,1,7,4,-2.0,100.0,1021.0,-2.0,cv,0.0,0.0,0.0,226.5
26312,26313,2013,1,1,8,4,-3.0,100.0,1021.0,-3.0,NW,1.0,0.0,0.0,235.0
26313,26314,2013,1,1,9,4,-2.0,100.0,1022.0,-2.0,NW,2.0,0.0,0.0,248.0
26314,26315,2013,1,1,10,4,-2.0,74.78,1022.0,2.0,cv,1.0,0.0,0.0,253.0
26315,26316,2013,1,1,11,4,-2.0,56.45,1022.0,6.0,cv,2.0,0.0,0.0,238.0
26316,26317,2013,1,1,12,4,-5.0,42.1,1020.0,7.0,NE,2.0,0.0,0.0,189.0
26317,26318,2013,1,1,13,4,-9.0,26.99,1018.0,9.0,SW,1.0,0.0,0.0,157.33333333333334
26318,26319,2013,1,1,14,4,-8.0,27.29,1017.0,10.0,SW,2.0,0.0,0.0,150.66666666666666
26319,26320,2013,1,1,15,4,-7.0,29.48,1015.0,10.0,NE,2.0,0.0,0.0,135.33333333333334
26320,26321,2013,1,1,16,4,-7.0,29.48,1015.0,10.0,NE,4.0,0.0,0.0,118.33333333333333
26321,26322,2013,1,1,17,4,-7.0,29.48,1014.0,10.0,cv,1.0,0.0,0.0,108.66666666666667
26322,26323,2013,1,1,18,4,-5.0,42.1,1014.0,7.0,cv,2.0,0.0,0.0,118.33333333333333
26323,26324,2013,1,1,19,4,-4.0,55.91,1014.0,4.0,cv,2.0,0.0,0.0,136.66666666666666
26324,26325,2013,1,1,20,4,-4.0,60.0,1015.0,3.0,cv,2.0,0.0,0.0,140.33333333333334
26325,26326,2013,1,1,21,4,-3.0,64.66,1015.0,3.0,cv,2.0,0.0,0.0,150.66666666666666
26326,26327,2013,1,1,22,4,-3.0,69.43,1015.0,2.0,cv,3.0,0.0,0.0,181.33333333333334
26327,26328,2013,1,1,23,4,-2.0,80.34,1016.0,1.0,cv,4.0,0.0,0.0,182.0
26328,26329,2013,1,2,0,4,-2.0,86.37,1015.0,0.0,cv,5.0,0.0,0.0,191.33333333333334
26329,26330,2013,1,2,1,4,-4.0,64.42,1016.0,2.0,NW,2.0,0.0,0.0,193.0
26330,26331,2013,1,2,2,4,-3.0,69.43,1016.0,2.0,NW,3.0,0.0,0.0,194.0
26331,26332,2013,1,2,3,4,-2.0,86.37,1017.0,0.0,NW,4.0,0.0,0.0,168.33333333333334
26332,26333,2013,1,2,4,4,-2.0,74.78,1016.0,2.0,NW,5.0,0.0,0.0,154.0
26333,26334,2013,1,2,5,4,-4.0,60.0,1017.0,3.0,NW,6.0,0.0,0.0,148.0
26334,26335,2013,1,2,6,4,-3.0,64.66,1017.0,3.0,NW,7.0,0.0,0.0,142.33333333333334
26335,26336,2013,1,2,7,4,-3.0,60.25,1018.0,4.0,NW,9.0,0.0,0.0,150.66666666666666
26336,26337,2013,1,2,8,4,-3.0,60.25,1019.0,4.0,SW,1.0,0.0,0.0,144.66666666666666
26337,26338,2013,1,2,9,4,-1.0,74.96,1019.0,3.0,SW,2.0,0.0,0.0,166.33333333333334
26338,26339,2013,1,2,10,4,-1.0,65.13,1021.0,5.0,cv,1.0,0.0,0.0,185.0
26339,26340,2013,1,2,11,4,-1.0,60.76,1022.0,6.0,SW,2.0,0.0,0.0,205.5
26340,26341,2013,1,2,12,4,0.0,61.01,1022.0,7.0,cv,1.0,0.0,0.0,232.0
26341,26342,2013,1,2,13,4,0.0,56.99,1021.0,8.0,SW,1.0,0.0,0.0,248.5
26342,26343,2013,1,2,14,4,0.0,53.26,1020.0,9.0,SW,2.0,0.0,0.0,248.0
26343,26344,2013,1,2,15,4,-3.0,42.71,1020.0,9.0,NE,1.0,0.0,0.0,210.0
26344,26345,2013,1,2,16,4,-5.0,36.74,1021.0,9.0,NE,6.0,0.0,0.0,142.66666666666666
26345,26346,2013,1,2,17,4,-6.0,34.05,1023.0,9.0,NE,10.0,0.0,0.0,126.33333333333333
26346,26347,2013,1,2,18,4,-4.0,39.63,1024.0,9.0,NE,13.0,0.0,0.0,89.66666666666667
26347,26348,2013,1,2,19,4,-3.0,45.7,1027.0,8.0,NE,18.0,0.0,0.0,60.333333333333336
26348,26349,2013,1,2,20,4,-3.0,45.7,1028.0,8.0,NE,24.0,0.0,0.0,59.0
26349,26350,2013,1,2,21,4,-2.0,52.7,1030.0,7.0,NE,29.0,0.0,0.0,67.0
26350,26351,2013,1,2,22,4,-2.0,52.7,1031.0,7.0,NE,34.0,0.0,0.0,65.0
26351,26352,2013,1,2,23,4,-1.0,60.76,1032.0,6.0,NE,38.0,0.0,0.0,65.66666666666667
26352,26353,2013,1,3,0,4,0.0,75.14,1033.0,4.0,NW,5.0,0.0,0.0,67.66666666666667
26353,26354,2013,1,3,1,4,-1.0,65.13,1033.0,5.0,NE,4.0,0.0,0.0,65.0
26354,26355,2013,1,3,2,4,-2.0,64.9,1033.0,4.0,NE,9.0,0.0,0.0,59.333333333333336
26355,26356,2013,1,3,3,4,-1.0,69.85,1033.0,4.0,NE,13.0,0.0,0.0,56.333333333333336
26356,26357,2013,1,3,4,4,-1.0,69.85,1033.0,4.0,NE,16.0,0.0,0.0,59.666666666666664
26357,26358,2013,1,3,5,4,-1.0,74.96,1032.0,3.0,NE,18.0,0.0,0.0,60.333333333333336
26358,26359,2013,1,3,6,4,-2.0,64.9,1032.0,4.0,NE,20.0,0.0,0.0,55.666666666666664
26359,26360,2013,1,3,7,4,-2.0,69.64,1033.0,3.0,NE,22.0,0.0,0.0,58.333333333333336
26360,26361,2013,1,3,8,4,-2.0,64.9,1033.0,4.0,cv,1.0,0.0,0.0,57.666666666666664
26361,26362,2013,1,3,9,4,-3.0,60.25,1033.0,4.0,NE,2.0,0.0,0.0,63.666666666666664
26362,26363,2013,1,3,10,4,-3.0,60.25,1034.0,4.0,NE,6.0,0.0,0.0,65.66666666666667
26363,26364,2013,1,3,11,4,-3.0,60.25,1034.0,4.0,NE,10.0,0.0,0.0,63.666666666666664
26364,26365,2013,1,3,12,4,-4.0,55.91,1033.0,4.0,NE,14.0,0.0,0.0,66.0
26365,26366,2013,1,3,13,4,-4.0,55.91,1031.0,4.0,NE,18.0,0.0,0.0,60.666666666666664
26366,26367,2013,1,3,14,4,-5.0,51.84,1029.0,4.0,NE,23.0,0.0,0.0,61.666666666666664
26367,26368,2013,1,3,15,4,-5.0,51.84,1028.0,4.0,NE,28.0,0.0,0.0,66.66666666666667
26368,26369,2013,1,3,16,4,-3.0,64.66,1027.0,3.0,NE,32.0,0.0,0.0,70.66666666666667
26369,26370,2013,1,3,17,4,-2.0,69.64,1027.0,3.0,NE,35.0,0.0,0.0,69.66666666666667
26370,26371,2013,1,3,18,4,-2.0,69.64,1028.0,3.0,NE,38.0,0.0,0.0,66.33333333333333
26371,26372,2013,1,3,19,4,-2.0,69.64,1028.0,3.0,NE,41.0,0.0,0.0,70.0
26372,26373,2013,1,3,20,4,0.0,86.58,1029.0,2.0,NE,43.0,0.0,0.0,66.66666666666667
26373,26374,2013,1,3,21,4,0.0,86.58,1029.0,2.0,NW,2.0,0.0,0.0,80.0
26374,26375,2013,1,3,22,4,0.0,86.58,1029.0,2.0,cv,1.0,0.0,0.0,88.33333333333333
26375,26376,2013,1,3,23,4,0.0,86.58,1030.0,2.0,NW,2.0,0.0,0.0,87.0
26376,26377,2013,1,4,0,4,0.0,93.02,1029.0,1.0,cv,1.0,0.0,0.0,83.66666666666667
26377,26378,2013,1,4,1,4,0.0,86.58,1028.0,2.0,cv,2.0,0.0,0.0,89.0
26378,26379,2013,1,4,2,4,0.0,86.58,1028.0,2.0,NW,2.0,0.0,0.0,87.33333333333333
26379,26380,2013,1,4,3,4,0.0,86.58,1027.0,2.0,cv,1.0,0.0,0.0,90.66666666666667
26380,26381,2013,1,4,4,4,0.0,86.58,1027.0,2.0,cv,2.0,0.0,0.0,91.66666666666667
26381,26382,2013,1,4,5,4,0.0,86.58,1026.0,2.0,cv,3.0,0.0,0.0,91.66666666666667
26382,26383,2013,1,4,6,4,0.0,86.58,1026.0,2.0,cv,4.0,0.0,0.0,92.0
26383,26384,2013,1,4,7,4,0.0,86.58,1026.0,2.0,cv,5.0,0.0,0.0,90.66666666666667
26384,26385,2013,1,4,8,4,0.0,86.58,1026.0,2.0,cv,6.0,0.0,0.0,103.0
26385,26386,2013,1,4,9,4,0.0,86.58,1026.0,2.0,NW,1.0,0.0,0.0,107.0
26386,26387,2013,1,4,10,4,0.0,86.58,1026.0,2.0,cv,1.0,0.0,0.0,111.66666666666667
26387,26388,2013,1,4,11,4,0.0,80.63,1026.0,3.0,cv,2.0,0.0,0.0,116.66666666666667
26388,26389,2013,1,4,12,4,0.0,80.63,1025.0,3.0,cv,3.0,0.0,0.0,125.33333333333333
26389,26390,2013,1,4,13,4,1.0,86.68,1023.0,3.0,cv,4.0,0.0,0.0,123.0
26390,26391,2013,1,4,14,4,1.0,86.68,1022.0,3.0,SE,2.0,0.0,0.0,81.66666666666667
26391,26392,2013,1,4,15,4,1.0,93.08,1021.0,2.0,SE,4.0,0.0,0.0,101.33333333333333
26392,26393,2013,1,4,16,4,1.0,93.08,1020.0,2.0,SE,6.0,0.0,0.0,116.66666666666667
26393,26394,2013,1,4,17,4,1.0,86.68,1020.0,3.0,cv,1.0,0.0,0.0,109.0
26394,26395,2013,1,4,18,4,1.0,86.68,1021.0,3.0,cv,2.0,0.0,0.0,100.33333333333333
26395,26396,2013,1,4,19,4,1.0,86.68,1022.0,3.0,cv,3.0,0.0,0.0,83.33333333333333
26396,26397,2013,1,4,20,4,1.0,86.68,1023.0,3.0,NW,1.0,0.0,0.0,77.0
26397,26398,2013,1,4,21,4,1.0,86.68,1023.0,3.0,cv,2.0,0.0,0.0,69.66666666666667
26398,26399,2013,1,4,22,4,1.0,86.68,1023.0,3.0,NW,2.0,0.0,0.0,67.66666666666667
26399,26400,2013,1,4,23,4,1.0,86.68,1024.0,3.0,NE,2.0,0.0,0.0,64.0
26400,26401,2013,1,5,0,4,1.0,86.68,1024.0,3.0,cv,1.0,0.0,0.0,58.0
26401,26402,2013,1,5,1,4,1.0,86.68,1023.0,3.0,NE,2.0,0.0,0.0,57.666666666666664
26402,26403,2013,1,5,2,4,1.0,93.08,1023.0,2.0,cv,1.0,0.0,0.0,64.0
26403,26404,2013,1,5,3,4,2.0,100.0,1023.0,2.0,cv,2.0,0.1,0.1,74.33333333333333
26404,26405,2013,1,5,4,4,1.0,93.08,1023.0,2.0,cv,3.0,0.1,0.2,86.33333333333333
26405,26406,2013,1,5,5,4,1.0,93.08,1022.0,2.0,cv,4.0,0.1,0.3,78.33333333333333
26406,26407,2013,1,5,6,4,1.0,93.08,1022.0,2.0,cv,5.0,0.1,0.4,58.0
26407,26408,2013,1,5,7,4,1.0,93.08,1022.0,2.0,cv,6.0,0.1,0.5,72.0
26408,26409,2013,1,5,8,4,1.0,93.08,1023.0,2.0,NW,1.0,0.0,0.0,88.33333333333333
26409,26410,2013,1,5,9,4,1.0,93.08,1024.0,2.0,cv,1.0,0.2,0.2,103.0
26410,26411,2013,1,5,10,4,1.0,93.08,1024.0,2.0,NW,2.0,0.1,0.3,107.66666666666667
26411,26412,2013,1,5,11,4,2.0,93.13,1024.0,3.0,cv,1.0,0.0,0.0,122.33333333333333
26412,26413,2013,1,5,12,4,1.0,86.68,1023.0,3.0,NW,2.0,0.0,0.0,113.66666666666667
26413,26414,2013,1,5,13,4,1.0,86.68,1022.0,3.0,NW,4.0,0.0,0.0,108.66666666666667
26414,26415,2013,1,5,14,4,1.0,86.68,1022.0,3.0,NW,5.0,0.0,0.0,105.0
26415,26416,2013,1,5,15,4,1.0,86.68,1021.0,3.0,NE,2.0,0.0,0.0,102.33333333333333
26416,26417,2013,1,5,16,4,1.0,86.68,1021.0,3.0,NW,1.0,0.0,0.0,110.0
26417,26418,2013,1,5,17,4,1.0,80.78,1021.0,4.0,cv,1.0,0.0,0.0,111.66666666666667
26418,26419,2013,1,5,18,4,0.0,75.14,1023.0,4.0,NE,2.0,0.0,0.0,108.66666666666667
26419,26420,2013,1,5,19,4,1.0,80.78,1024.0,4.0,SE,2.0,0.0,0.0,110.0
26420,26421,2013,1,5,20,4,2.0,86.79,1025.0,4.0,cv,1.0,0.0,0.0,117.0
26421,26422,2013,1,5,21,4,1.0,93.08,1026.0,2.0,SW,1.0,0.0,0.0,120.0
26422,26423,2013,1,5,22,4,2.0,93.13,1026.0,3.0,cv,0.0,0.0,0.0,133.66666666666666
26423,26424,2013,1,5,23,4,2.0,93.13,1026.0,3.0,cv,1.0,0.0,0.0,185.0
26424,26425,2013,1,6,0,4,1.0,93.08,1026.0,2.0,cv,2.0,0.0,0.0,191.0
26425,26426,2013,1,6,1,4,0.0,93.02,1026.0,1.0,SW,1.0,0.0,0.0,179.0
26426,26427,2013,1,6,2,4,0.0,100.0,1025.0,0.0,cv,1.0,0.0,0.0,160.0
26427,26428,2013,1,6,3,4,0.0,100.0,1025.0,0.0,cv,2.0,0.0,0.0,152.0
26428,26429,2013,1,6,4,4,-2.0,92.91,1024.0,-1.0,SE,1.0,0.0,0.0,148.0
26429,26430,2013,1,6,5,4,-2.0,100.0,1024.0,-2.0,cv,0.0,0.0,0.0,138.0
26430,26431,2013,1,6,6,4,-2.0,100.0,1024.0,-2.0,cv,1.0,0.0,0.0,122.0
26431,26432,2013,1,6,7,4,-1.0,100.0,1024.0,-1.0,cv,1.0,0.0,0.0,129.0
26432,26433,2013,1,6,8,4,-2.0,100.0,1024.0,-2.0,cv,1.0,0.0,0.0,107.33333333333333
26433,26434,2013,1,6,9,4,-1.0,100.0,1025.0,-1.0,cv,1.0,0.0,0.0,124.0
26434,26435,2013,1,6,10,4,-1.0,100.0,1026.0,-1.0,SW,2.0,0.0,0.0,153.0
26435,26436,2013,1,6,11,4,0.0,100.0,1025.0,0.0,cv,0.0,0.0,0.0,165.33333333333334
26436,26437,2013,1,6,12,4,2.0,100.0,1024.0,2.0,cv,1.0,0.0,0.0,164.33333333333334
26437,26438,2013,1,6,13,4,4.0,93.24,1023.0,5.0,cv,2.0,0.0,0.0,128.33333333333334
26438,26439,2013,1,6,14,4,0.0,65.36,1021.0,6.0,cv,3.0,0.0,0.0,123.33333333333333
26439,26440,2013,1,6,15,4,-1.0,56.72,1020.0,7.0,SE,2.0,0.0,0.0,119.66666666666667
26440,26441,2013,1,6,16,4,-1.0,60.76,1020.0,6.0,NE,3.0,0.0,0.0,90.33333333333333
26441,26442,2013,1,6,17,4,0.0,70.06,1021.0,5.0,NE,8.0,0.0,0.0,84.66666666666667
26442,26443,2013,1,6,18,4,-1.0,65.13,1022.0,5.0,NE,10.0,0.0,0.0,95.0
26443,26444,2013,1,6,19,4,-1.0,74.96,1023.0,3.0,cv,1.0,0.0,0.0,97.33333333333333
26444,26445,2013,1,6,20,4,0.0,75.14,1023.0,4.0,cv,2.0,0.0,0.0,101.0
26445,26446,2013,1,6,21,4,1.0,80.78,1024.0,4.0,cv,3.0,0.0,0.0,112.66666666666667
26446,26447,2013,1,6,22,4,1.0,86.68,1025.0,3.0,cv,4.0,0.0,0.0,123.33333333333333
26447,26448,2013,1,6,23,4,1.0,100.0,1025.0,1.0,cv,5.0,0.0,0.0,128.66666666666666
26448,26449,2013,1,7,0,4,0.0,100.0,1025.0,0.0,NW,1.0,0.0,0.0,139.5
26449,26450,2013,1,7,1,4,0.0,100.0,1025.0,0.0,SW,2.0,0.0,0.0,139.66666666666666
26450,26451,2013,1,7,2,4,0.0,100.0,1024.0,0.0,SW,4.0,0.0,0.0,152.66666666666666
26451,26452,2013,1,7,3,4,0.0,93.02,1024.0,1.0,SW,6.0,0.0,0.0,156.33333333333334
26452,26453,2013,1,7,4,4,-1.0,92.96,1023.0,0.0,SW,7.0,0.0,0.0,135.66666666666666
26453,26454,2013,1,7,5,4,0.0,100.0,1023.0,0.0,SE,2.0,0.0,0.0,131.66666666666666
26454,26455,2013,1,7,6,4,-2.0,100.0,1023.0,-2.0,cv,1.0,0.0,0.0,118.0
26455,26456,2013,1,7,7,4,-2.0,100.0,1023.0,-2.0,SE,1.0,0.0,0.0,114.0
26456,26457,2013,1,7,8,4,-1.0,100.0,1023.0,-1.0,cv,0.0,0.0,0.0,130.0
26457,26458,2013,1,7,9,4,-1.0,100.0,1024.0,-1.0,SE,1.0,0.0,0.0,128.66666666666666
26458,26459,2013,1,7,10,4,-1.0,100.0,1024.0,-1.0,cv,1.0,0.0,0.0,191.0
26459,26460,2013,1,7,11,4,0.0,100.0,1024.0,0.0,cv,2.0,0.0,0.0,201.0
26460,26461,2013,1,7,12,4,1.0,93.08,1023.0,2.0,SE,2.0,0.0,0.0,195.33333333333334
26461,26462,2013,1,7,13,4,3.0,93.19,1021.0,4.0,cv,2.0,0.0,0.0,186.0
26462,26463,2013,1,7,14,4,3.0,81.06,1019.0,6.0,SE,2.0,0.0,0.0,162.0
26463,26464,2013,1,7,15,4,-1.0,52.98,1019.0,8.0,cv,1.0,0.0,0.0,131.0
26464,26465,2013,1,7,16,4,-1.0,52.98,1018.0,8.0,SE,2.0,0.0,0.0,132.33333333333334
26465,26466,2013,1,7,17,4,-1.0,52.98,1019.0,8.0,cv,2.0,0.0,0.0,135.66666666666666
26466,26467,2013,1,7,18,4,0.0,61.01,1019.0,7.0,SE,2.0,0.0,0.0,140.0
26467,26468,2013,1,7,19,4,0.0,61.01,1020.0,7.0,SE,4.0,0.0,0.0,128.0
26468,26469,2013,1,7,20,4,0.0,70.06,1021.0,5.0,SW,2.0,0.0,0.0,138.0
26469,26470,2013,1,7,21,4,1.0,86.68,1022.0,3.0,cv,0.0,0.0,0.0,142.33333333333334
26470,26471,2013,1,7,22,4,0.0,80.63,1022.0,3.0,cv,1.0,0.0,0.0,149.33333333333334
26471,26472,2013,1,7,23,4,0.0,86.58,1023.0,2.0,cv,2.0,0.0,0.0,153.66666666666666
26472,26473,2013,1,8,0,4,0.0,93.02,1024.0,1.0,cv,2.0,0.0,0.0,184.0
26473,26474,2013,1,8,1,4,0.0,93.02,1024.0,1.0,SW,1.0,0.0,0.0,224.0
26474,26475,2013,1,8,2,4,1.0,100.0,1024.0,1.0,cv,0.0,0.0,0.0,236.66666666666666
26475,26476,2013,1,8,3,4,1.0,100.0,1023.0,1.0,SW,1.0,0.0,0.0,232.66666666666666
26476,26477,2013,1,8,4,4,0.0,100.0,1023.0,0.0,SW,2.0,0.0,0.0,238.33333333333334
26477,26478,2013,1,8,5,4,-1.0,100.0,1023.0,-1.0,SW,3.0,0.0,0.0,244.0
26478,26479,2013,1,8,6,4,-1.0,100.0,1023.0,-1.0,SW,4.0,0.0,0.0,257.6666666666667
26479,26480,2013,1,8,7,4,-2.0,100.0,1023.0,-2.0,cv,0.0,0.0,0.0,280.0
26480,26481,2013,1,8,8,4,-1.0,100.0,1024.0,-1.0,cv,1.0,0.0,0.0,265.5
26482,26483,2013,1,8,10,4,1.0,100.0,1026.0,1.0,SW,2.0,0.0,0.0,301.5
26484,26485,2013,1,8,12,4,2.0,75.49,1025.0,6.0,SW,2.0,0.0,0.0,183.33333333333334
26485,26486,2013,1,8,13,4,0.0,56.99,1024.0,8.0,cv,1.0,0.0,0.0,184.0
26486,26487,2013,1,8,14,4,0.0,53.26,1023.0,9.0,cv,3.0,0.0,0.0,168.66666666666666
26487,26488,2013,1,8,15,4,-1.0,49.51,1022.0,9.0,SW,2.0,0.0,0.0,167.66666666666666
26488,26489,2013,1,8,16,4,-1.0,46.29,1022.0,10.0,cv,1.0,0.0,0.0,155.66666666666666
26489,26490,2013,1,8,17,4,-2.0,46.0,1023.0,9.0,SE,2.0,0.0,0.0,145.0
26490,26491,2013,1,8,18,4,-1.0,56.72,1023.0,7.0,cv,0.0,0.0,0.0,158.0
26491,26492,2013,1,8,19,4,-1.0,65.13,1024.0,5.0,SW,1.0,0.0,0.0,172.33333333333334
26492,26493,2013,1,8,20,4,2.0,86.79,1026.0,4.0,NW,1.0,0.0,0.0,191.0
26493,26494,2013,1,8,21,4,0.0,70.06,1027.0,5.0,cv,0.0,0.0,0.0,215.0
26494,26495,2013,1,8,22,4,2.0,80.92,1027.0,5.0,cv,0.0,0.0,0.0,213.66666666666666
26495,26496,2013,1,8,23,4,2.0,80.92,1028.0,5.0,cv,0.0,0.0,0.0,231.66666666666666
26496,26497,2013,1,9,0,4,3.0,93.19,1028.0,4.0,cv,0.0,0.0,0.0,240.33333333333334
26497,26498,2013,1,9,1,4,2.0,86.79,1028.0,4.0,SW,1.0,0.0,0.0,243.66666666666666
26498,26499,2013,1,9,2,4,2.0,86.79,1028.0,4.0,cv,1.0,0.0,0.0,251.66666666666666
26499,26500,2013,1,9,3,4,2.0,86.79,1028.0,4.0,cv,1.0,0.0,0.0,254.0
26500,26501,2013,1,9,4,4,1.0,93.08,1027.0,2.0,cv,1.0,0.0,0.0,204.5
26501,26502,2013,1,9,5,4,1.0,100.0,1027.0,1.0,cv,2.0,0.0,0.0,231.66666666666666
26502,26503,2013,1,9,6,4,0.0,93.02,1026.0,1.0,NE,1.0,0.0,0.0,231.0
26503,26504,2013,1,9,7,4,0.0,100.0,1026.0,0.0,cv,0.0,0.0,0.0,223.0
26505,26506,2013,1,9,9,4,0.0,100.0,1027.0,0.0,SW,3.0,0.0,0.0,267.6666666666667
26506,26507,2013,1,9,10,4,2.0,100.0,1028.0,2.0,cv,0.0,0.0,0.0,307.0
26507,26508,2013,1,9,11,4,4.0,93.24,1027.0,5.0,cv,0.0,0.0,0.0,308.0
26508,26509,2013,1,9,12,4,1.0,65.59,1026.0,7.0,SE,2.0,0.0,0.0,207.0
