,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM2.5
30531,30532,2013,6,26,3,2,18.0,93.94,1002.0,19.0,NE,1.0,4.6,15.5,69.0
30532,30533,2013,6,26,4,2,18.0,93.94,1001.0,19.0,SE,4.0,0.7,16.2,54.0
30533,30534,2013,6,26,5,2,18.0,93.94,1001.0,19.0,SE,8.0,0.5,16.7,62.0
30534,30535,2013,6,26,6,2,18.0,93.94,1000.0,19.0,SE,13.0,0.0,0.0,41.666666666666664
30535,30536,2013,6,26,7,2,18.0,93.94,1000.0,19.0,SE,18.0,0.0,0.0,16.666666666666668
30536,30537,2013,6,26,8,2,18.0,83.01,999.0,21.0,SE,22.0,0.0,0.0,16.666666666666668
30537,30538,2013,6,26,9,2,19.0,78.24,1000.0,23.0,SW,4.0,0.2,0.2,23.0
30538,30539,2013,6,26,10,2,20.0,88.45,1000.0,22.0,SW,7.0,0.0,0.0,24.666666666666668
30539,30540,2013,6,26,11,2,19.0,83.13,1000.0,22.0,SE,3.0,0.0,0.0,33.333333333333336
30540,30541,2013,6,26,12,2,19.0,73.67,1000.0,24.0,SE,7.0,0.0,0.0,33.666666666666664
30541,30542,2013,6,26,13,2,19.0,73.67,999.0,24.0,SE,11.0,0.0,0.0,39.666666666666664
30542,30543,2013,6,26,14,2,19.0,69.4,999.0,25.0,SE,15.0,0.0,0.0,45.333333333333336
30543,30544,2013,6,26,15,2,19.0,73.67,998.0,24.0,SW,4.0,0.0,0.0,50.333333333333336
30544,30545,2013,6,26,16,2,19.0,73.67,998.0,24.0,SE,4.0,0.0,0.0,42.666666666666664
30545,30546,2013,6,26,17,2,19.0,73.67,998.0,24.0,SE,8.0,0.0,0.0,35.0
30546,30547,2013,6,26,18,2,19.0,73.67,998.0,24.0,SE,11.0,0.0,0.0,42.666666666666664
30547,30548,2013,6,26,19,2,19.0,78.24,998.0,23.0,SE,14.0,0.0,0.0,55.666666666666664
30548,30549,2013,6,26,20,2,19.0,78.24,999.0,23.0,SE,17.0,0.0,0.0,49.0
30549,30550,2013,6,26,21,2,19.0,78.24,999.0,23.0,SW,3.0,1.3,1.3,50.5
30550,30551,2013,6,26,22,2,19.0,88.37,999.0,21.0,SE,4.0,6.1,7.4,70.0
30551,30552,2013,6,26,23,2,19.0,88.37,998.0,21.0,SE,8.0,0.2,7.6,60.0
30552,30553,2013,6,27,0,2,19.0,88.37,998.0,21.0,SE,10.0,0.5,8.1,78.0
30553,30554,2013,6,27,1,2,19.0,88.37,998.0,21.0,SE,12.0,0.1,8.2,79.0
30554,30555,2013,6,27,2,2,19.0,88.37,998.0,21.0,SE,15.0,0.1,8.3,59.5
30555,30556,2013,6,27,3,2,19.0,88.37,998.0,21.0,SE,17.0,0.0,0.0,60.0
30556,30557,2013,6,27,4,2,19.0,83.13,998.0,22.0,SE,20.0,0.0,0.0,42.5
30557,30558,2013,6,27,5,2,19.0,88.37,998.0,21.0,SE,22.0,0.0,0.0,55.0
30558,30559,2013,6,27,6,2,19.0,83.13,998.0,22.0,SE,24.0,0.0,0.0,42.5
30559,30560,2013,6,27,7,2,20.0,83.25,998.0,23.0,SE,26.0,0.0,0.0,52.5
30560,30561,2013,6,27,8,2,20.0,78.39,999.0,24.0,SW,3.0,0.0,0.0,60.5
30561,30562,2013,6,27,9,2,20.0,73.84,998.0,25.0,SW,6.0,0.0,0.0,57.5
30562,30563,2013,6,27,10,2,21.0,74.02,999.0,26.0,SW,11.0,0.0,0.0,82.0
30563,30564,2013,6,27,11,2,20.0,65.62,999.0,27.0,SW,15.0,0.0,0.0,84.0
30564,30565,2013,6,27,12,2,20.0,61.9,998.0,28.0,SW,20.0,0.0,0.0,68.5
30565,30566,2013,6,27,13,2,20.0,65.62,999.0,27.0,SW,26.0,0.0,0.0,57.0
30566,30567,2013,6,27,14,2,21.0,65.83,998.0,28.0,SW,32.0,0.0,0.0,68.5
30567,30568,2013,6,27,15,2,20.0,61.9,998.0,28.0,SW,38.0,0.0,0.0,57.666666666666664
30568,30569,2013,6,27,16,2,19.0,65.41,998.0,26.0,SW,44.0,0.0,0.0,59.333333333333336
30569,30570,2013,6,27,17,2,19.0,65.41,999.0,26.0,SW,49.0,0.0,0.0,51.666666666666664
30570,30571,2013,6,27,18,2,18.0,65.19,1000.0,25.0,SW,54.0,0.3,0.3,49.333333333333336
30571,30572,2013,6,27,19,2,18.0,88.28,1001.0,20.0,SE,5.0,0.8,1.1,12.0
30572,30573,2013,6,27,20,2,17.0,88.2,1000.0,19.0,SE,7.0,0.1,1.2,23.333333333333332
30573,30574,2013,6,27,21,2,17.0,82.89,1001.0,20.0,SW,4.0,0.0,0.0,21.666666666666668
30574,30575,2013,6,27,22,2,17.0,82.89,1002.0,20.0,SW,9.0,0.0,0.0,17.0
30575,30576,2013,6,27,23,2,17.0,82.89,1002.0,20.0,SW,12.0,0.0,0.0,22.0
30576,30577,2013,6,28,0,2,17.0,82.89,1003.0,20.0,SW,18.0,0.0,0.0,8.0
30577,30578,2013,6,28,1,2,17.0,88.2,1002.0,19.0,SW,20.0,0.0,0.0,13.666666666666666
30578,30579,2013,6,28,2,2,17.0,88.2,1001.0,19.0,SE,2.0,0.0,0.0,37.666666666666664
30579,30580,2013,6,28,3,2,17.0,88.2,1002.0,19.0,SW,2.0,0.0,0.0,27.0
30580,30581,2013,6,28,4,2,17.0,93.89,1003.0,18.0,SW,4.0,0.0,0.0,17.0
30581,30582,2013,6,28,5,2,17.0,93.89,1003.0,18.0,SW,5.0,0.0,0.0,32.333333333333336
30582,30583,2013,6,28,6,2,18.0,93.94,1004.0,19.0,cv,1.0,0.0,0.0,42.0
30583,30584,2013,6,28,7,2,19.0,88.37,1004.0,21.0,SW,2.0,0.0,0.0,58.0
30584,30585,2013,6,28,8,2,19.0,83.13,1004.0,22.0,SW,4.0,0.0,0.0,44.0
30585,30586,2013,6,28,9,2,19.0,78.24,1004.0,23.0,SW,7.0,0.0,0.0,40.0
30586,30587,2013,6,28,10,2,19.0,69.4,1004.0,25.0,SW,11.0,0.0,0.0,39.0
30587,30588,2013,6,28,11,2,20.0,69.6,1004.0,26.0,SW,15.0,0.0,0.0,47.333333333333336
30588,30589,2013,6,28,12,2,20.0,65.62,1004.0,27.0,SW,19.0,0.0,0.0,48.0
30589,30590,2013,6,28,13,2,17.0,51.31,1004.0,28.0,SW,24.0,0.0,0.0,61.333333333333336
30590,30591,2013,6,28,14,2,17.0,54.39,1004.0,27.0,SW,27.0,0.0,0.0,45.333333333333336
30591,30592,2013,6,28,15,2,18.0,54.65,1003.0,28.0,SW,30.0,0.0,0.0,56.0
30592,30593,2013,6,28,16,2,19.0,58.17,1003.0,28.0,SW,33.0,0.0,0.0,48.0
30593,30594,2013,6,28,17,2,19.0,58.17,1003.0,28.0,SW,36.0,0.0,0.0,57.666666666666664
30594,30595,2013,6,28,18,2,19.0,61.67,1003.0,27.0,SW,38.0,0.0,0.0,79.0
30595,30596,2013,6,28,19,2,20.0,73.84,1004.0,25.0,SW,40.0,0.0,0.0,101.0
30596,30597,2013,6,28,20,2,20.0,78.39,1004.0,24.0,cv,1.0,0.0,0.0,91.66666666666667
30597,30598,2013,6,28,21,2,21.0,83.37,1005.0,24.0,SE,2.0,0.0,0.0,91.66666666666667
30598,30599,2013,6,28,22,2,21.0,88.54,1005.0,23.0,SE,4.0,0.0,0.0,104.0
30599,30600,2013,6,28,23,2,21.0,88.54,1004.0,23.0,SE,6.0,0.0,0.0,70.5
30600,30601,2013,6,29,0,2,20.0,88.45,1005.0,22.0,SE,7.0,0.0,0.0,55.666666666666664
30601,30602,2013,6,29,1,2,20.0,83.25,1005.0,23.0,SW,2.0,0.0,0.0,49.333333333333336
30602,30603,2013,6,29,2,2,20.0,88.45,1005.0,22.0,SW,5.0,0.0,0.0,48.333333333333336
30603,30604,2013,6,29,3,2,19.0,83.13,1005.0,22.0,SW,7.0,0.0,0.0,40.666666666666664
30604,30605,2013,6,29,4,2,19.0,88.37,1006.0,21.0,SW,9.0,0.0,0.0,20.0
30605,30606,2013,6,29,5,2,19.0,88.37,1007.0,21.0,SE,3.0,0.0,0.0,44.666666666666664
30606,30607,2013,6,29,6,2,19.0,88.37,1007.0,21.0,SE,6.0,1.5,1.5,47.0
30607,30608,2013,6,29,7,2,19.0,93.98,1008.0,20.0,SW,3.0,0.6,2.1,37.666666666666664
30608,30609,2013,6,29,8,2,19.0,88.37,1008.0,21.0,SW,7.0,0.0,0.0,27.0
30609,30610,2013,6,29,9,2,20.0,88.45,1007.0,22.0,SE,3.0,0.0,0.0,11.0
30610,30611,2013,6,29,10,2,20.0,83.25,1006.0,23.0,SE,7.0,0.0,0.0,33.333333333333336
30611,30612,2013,6,29,11,2,21.0,83.37,1006.0,24.0,SE,10.0,0.0,0.0,27.333333333333332
30612,30613,2013,6,29,12,2,20.0,69.6,1006.0,26.0,SE,13.0,0.0,0.0,19.666666666666668
30613,30614,2013,6,29,13,2,19.0,61.67,1006.0,27.0,SW,5.0,0.0,0.0,18.333333333333332
30614,30615,2013,6,29,14,2,20.0,69.6,1007.0,26.0,SW,10.0,0.0,0.0,23.0
30615,30616,2013,6,29,15,2,20.0,69.6,1007.0,26.0,SE,5.0,0.0,0.0,28.0
30616,30617,2013,6,29,16,2,20.0,69.6,1007.0,26.0,SW,6.0,0.0,0.0,36.333333333333336
30617,30618,2013,6,29,17,2,20.0,73.84,1007.0,25.0,SW,10.0,0.0,0.0,45.0
30618,30619,2013,6,29,18,2,20.0,73.84,1007.0,25.0,SW,15.0,0.0,0.0,45.0
30619,30620,2013,6,29,19,2,20.0,78.39,1008.0,24.0,SE,4.0,0.0,0.0,40.0
30620,30621,2013,6,29,20,2,19.0,78.24,1008.0,23.0,SE,7.0,0.0,0.0,32.0
30621,30622,2013,6,29,21,2,18.0,73.5,1008.0,23.0,SE,11.0,0.0,0.0,26.0
30622,30623,2013,6,29,22,2,18.0,73.5,1008.0,23.0,SE,14.0,0.0,0.0,25.0
30623,30624,2013,6,29,23,2,18.0,73.5,1008.0,23.0,SE,17.0,0.0,0.0,44.0
30624,30625,2013,6,30,0,2,18.0,78.09,1007.0,22.0,SE,20.0,0.0,0.0,56.0
30625,30626,2013,6,30,1,2,18.0,73.5,1007.0,23.0,SE,23.0,0.0,0.0,51.333333333333336
30626,30627,2013,6,30,2,2,18.0,78.09,1007.0,22.0,SW,3.0,0.0,0.0,47.333333333333336
30627,30628,2013,6,30,3,2,18.0,78.09,1007.0,22.0,SW,6.0,0.0,0.0,47.333333333333336
30628,30629,2013,6,30,4,2,18.0,78.09,1007.0,22.0,SE,3.0,0.0,0.0,45.0
30629,30630,2013,6,30,5,2,18.0,78.09,1007.0,22.0,SW,2.0,0.0,0.0,43.666666666666664
30630,30631,2013,6,30,6,2,18.0,73.5,1007.0,23.0,SW,5.0,0.0,0.0,39.333333333333336
30631,30632,2013,6,30,7,2,18.0,69.2,1008.0,24.0,SW,9.0,0.0,0.0,26.0
30632,30633,2013,6,30,8,2,18.0,61.44,1008.0,26.0,SW,14.0,0.0,0.0,24.0
30633,30634,2013,6,30,9,2,19.0,61.67,1007.0,27.0,SW,20.0,0.0,0.0,34.666666666666664
30634,30635,2013,6,30,10,2,18.0,54.65,1007.0,28.0,SW,26.0,0.0,0.0,49.0
30635,30636,2013,6,30,11,2,19.0,58.17,1007.0,28.0,SW,32.0,0.0,0.0,35.5
30636,30637,2013,6,30,12,2,19.0,58.17,1007.0,28.0,SW,39.0,0.0,0.0,34.0
30637,30638,2013,6,30,13,2,18.0,54.65,1006.0,28.0,SW,46.0,0.0,0.0,43.333333333333336
30638,30639,2013,6,30,14,2,18.0,54.65,1006.0,28.0,SW,52.0,0.0,0.0,39.5
30639,30640,2013,6,30,15,2,19.0,54.9,1006.0,29.0,SW,57.0,0.0,0.0,5.0
30640,30641,2013,6,30,16,2,18.0,54.65,1005.0,28.0,SW,63.0,0.0,0.0,35.333333333333336
30641,30642,2013,6,30,17,2,18.0,54.65,1005.0,28.0,SW,68.0,0.0,0.0,25.666666666666668
30642,30643,2013,6,30,18,2,18.0,57.93,1005.0,27.0,SW,72.0,0.0,0.0,21.666666666666668
30643,30644,2013,6,30,19,2,18.0,65.19,1005.0,25.0,SW,75.0,0.0,0.0,17.666666666666668
30644,30645,2013,6,30,20,2,18.0,65.19,1006.0,25.0,SW,78.0,0.0,0.0,22.0
30645,30646,2013,6,30,21,2,18.0,69.2,1006.0,24.0,SW,82.0,0.0,0.0,19.0
30646,30647,2013,6,30,22,2,18.0,73.5,1005.0,23.0,SW,85.0,0.0,0.0,19.0
30647,30648,2013,6,30,23,2,18.0,73.5,1005.0,23.0,SW,88.0,0.0,0.0,29.0
30648,30649,2013,7,1,0,2,18.0,73.5,1005.0,23.0,SW,91.0,0.0,0.0,34.0
30649,30650,2013,7,1,1,2,18.0,73.5,1004.0,23.0,SW,94.0,0.0,0.0,32.0
30650,30651,2013,7,1,2,2,18.0,73.5,1004.0,23.0,SW,97.0,0.8,0.8,27.0
30651,30652,2013,7,1,3,2,19.0,83.13,1004.0,22.0,SW,100.0,0.1,0.9,30.0
30652,30653,2013,7,1,4,2,19.0,83.13,1003.0,22.0,SE,3.0,0.0,0.0,38.333333333333336
30653,30654,2013,7,1,5,2,18.0,78.09,1003.0,22.0,SW,2.0,0.0,0.0,34.333333333333336
30654,30655,2013,7,1,6,2,19.0,83.13,1004.0,22.0,SW,5.0,0.0,0.0,26.0
30655,30656,2013,7,1,7,2,19.0,78.24,1004.0,23.0,SW,7.0,0.0,0.0,20.0
30656,30657,2013,7,1,8,2,19.0,83.13,1005.0,22.0,SW,11.0,1.4,1.4,37.333333333333336
30657,30658,2013,7,1,9,2,20.0,94.03,1006.0,21.0,SE,1.0,1.6,3.0,36.333333333333336
30658,30659,2013,7,1,10,2,20.0,94.03,1005.0,21.0,SW,2.0,0.5,3.5,28.333333333333332
30659,30660,2013,7,1,11,2,20.0,88.45,1004.0,22.0,SW,4.0,0.1,3.6,23.333333333333332
30660,30661,2013,7,1,12,2,20.0,83.25,1004.0,23.0,SW,7.0,0.3,3.9,20.0
30661,30662,2013,7,1,13,2,20.0,83.25,1003.0,23.0,SW,9.0,0.8,4.7,19.666666666666668
30662,30663,2013,7,1,14,2,20.0,83.25,1003.0,23.0,SW,12.0,2.0,6.7,24.333333333333332
30663,30664,2013,7,1,15,2,20.0,88.45,1003.0,22.0,SW,14.0,1.1,7.8,24.333333333333332
30664,30665,2013,7,1,16,2,20.0,83.25,1002.0,23.0,SE,2.0,10.1,17.9,30.0
30665,30666,2013,7,1,17,2,20.0,88.45,1003.0,22.0,cv,1.0,14.3,32.2,31.0
30666,30667,2013,7,1,18,2,20.0,94.03,1003.0,21.0,SE,2.0,0.5,32.7,34.5
30667,30668,2013,7,1,19,2,20.0,94.03,1002.0,21.0,SE,4.0,0.1,32.8,31.666666666666668
30668,30669,2013,7,1,20,2,20.0,94.03,1002.0,21.0,SE,6.0,0.0,0.0,23.333333333333332
30669,30670,2013,7,1,21,2,20.0,94.03,1002.0,21.0,SW,2.0,2.0,2.0,29.0
30670,30671,2013,7,1,22,2,20.0,88.45,1001.0,22.0,SW,3.0,0.6,2.6,26.666666666666668
30671,30672,2013,7,1,23,2,20.0,83.25,1000.0,23.0,SW,4.0,0.2,2.8,20.666666666666668
30672,30673,2013,7,2,0,2,20.0,88.45,999.0,22.0,cv,1.0,0.9,3.7,27.333333333333332
30673,30674,2013,7,2,1,2,20.0,94.03,998.0,21.0,SE,1.0,0.3,4.0,2.0
30674,30675,2013,7,2,2,2,20.0,94.03,997.0,21.0,SE,2.0,0.5,4.5,15.0
30675,30676,2013,7,2,3,2,20.0,94.03,995.0,21.0,cv,0.0,0.5,5.0,25.0
30676,30677,2013,7,2,4,2,20.0,94.03,994.0,21.0,cv,1.0,2.4,7.4,19.666666666666668
30677,30678,2013,7,2,5,2,20.0,94.03,993.0,21.0,NE,1.0,4.4,11.8,23.0
30678,30679,2013,7,2,6,2,20.0,94.03,992.0,21.0,SE,1.0,7.0,18.8,30.0
30679,30680,2013,7,2,7,2,20.0,94.03,990.0,21.0,NE,1.0,7.5,26.3,33.333333333333336
30680,30681,2013,7,2,8,2,20.0,94.03,989.0,21.0,cv,0.0,13.7,40.0,15.0
30681,30682,2013,7,2,9,2,20.0,94.03,989.0,21.0,NW,1.0,3.8,43.8,10.0
30682,30683,2013,7,2,10,2,21.0,100.0,988.0,21.0,NE,1.0,0.1,43.9,13.666666666666666
30683,30684,2013,7,2,11,2,21.0,94.07,988.0,22.0,SE,2.0,0.0,0.0,13.0
30684,30685,2013,7,2,12,2,21.0,94.07,988.0,22.0,NW,2.0,0.0,0.0,11.0
30685,30686,2013,7,2,13,2,21.0,88.54,989.0,23.0,NW,4.0,0.0,0.0,6.333333333333333
30686,30687,2013,7,2,14,2,21.0,78.53,990.0,25.0,NW,6.0,0.0,0.0,5.0
30687,30688,2013,7,2,15,2,20.0,73.84,990.0,25.0,NW,8.0,0.0,0.0,4.666666666666667
30688,30689,2013,7,2,16,2,19.0,65.41,990.0,26.0,NW,10.0,0.0,0.0,5.666666666666667
30689,30690,2013,7,2,17,2,18.0,61.44,991.0,26.0,NW,12.0,0.0,0.0,10.666666666666666
30690,30691,2013,7,2,18,2,19.0,65.41,991.0,26.0,NW,13.0,0.0,0.0,21.0
30691,30692,2013,7,2,19,2,20.0,78.39,991.0,24.0,SW,2.0,0.0,0.0,22.0
30692,30693,2013,7,2,20,2,20.0,83.25,992.0,23.0,SW,3.0,0.0,0.0,26.0
30693,30694,2013,7,2,21,2,20.0,88.45,992.0,22.0,SW,5.0,0.0,0.0,30.0
30694,30695,2013,7,2,22,2,20.0,83.25,992.0,23.0,SW,8.0,0.0,0.0,36.666666666666664
30695,30696,2013,7,2,23,2,18.0,78.09,993.0,22.0,SW,11.0,0.0,0.0,29.666666666666668
30696,30697,2013,7,3,0,2,18.0,83.01,993.0,21.0,SW,13.0,0.0,0.0,27.0
30697,30698,2013,7,3,1,2,19.0,88.37,993.0,21.0,SW,15.0,0.0,0.0,21.666666666666668
30698,30699,2013,7,3,2,2,19.0,88.37,993.0,21.0,SW,17.0,0.0,0.0,25.0
30699,30700,2013,7,3,3,2,19.0,93.98,993.0,20.0,SW,19.0,0.0,0.0,35.0
30700,30701,2013,7,3,4,2,19.0,93.98,993.0,20.0,SW,21.0,0.0,0.0,39.333333333333336
30701,30702,2013,7,3,5,2,19.0,93.98,993.0,20.0,SW,23.0,0.0,0.0,61.333333333333336
30702,30703,2013,7,3,6,2,20.0,88.45,993.0,22.0,SW,25.0,0.0,0.0,65.0
30703,30704,2013,7,3,7,2,20.0,78.39,993.0,24.0,SW,28.0,0.0,0.0,61.666666666666664
30704,30705,2013,7,3,8,2,20.0,73.84,993.0,25.0,SW,31.0,0.0,0.0,52.333333333333336
30705,30706,2013,7,3,9,2,20.0,69.6,993.0,26.0,SW,34.0,0.0,0.0,28.0
30706,30707,2013,7,3,10,2,19.0,61.67,992.0,27.0,SW,37.0,0.0,0.0,27.333333333333332
30707,30708,2013,7,3,11,2,19.0,58.17,992.0,28.0,SW,41.0,0.0,0.0,18.666666666666668
30708,30709,2013,7,3,12,2,19.0,54.9,992.0,29.0,SW,45.0,0.0,0.0,11.333333333333334
30709,30710,2013,7,3,13,2,20.0,58.42,992.0,29.0,SW,49.0,0.0,0.0,9.5
30710,30711,2013,7,3,14,2,19.0,58.17,992.0,28.0,SW,53.0,0.0,0.0,8.666666666666666
30711,30712,2013,7,3,15,2,20.0,55.15,991.0,30.0,SW,60.0,0.0,0.0,9.333333333333334
30712,30713,2013,7,3,16,2,20.0,58.42,991.0,29.0,SW,67.0,0.0,0.0,9.5
30713,30714,2013,7,3,17,2,21.0,65.83,991.0,28.0,SW,75.0,0.0,0.0,10.666666666666666
30714,30715,2013,7,3,18,2,20.0,65.62,992.0,27.0,SW,82.0,0.0,0.0,20.0
30715,30716,2013,7,3,19,2,18.0,61.44,992.0,26.0,SW,87.0,0.0,0.0,25.333333333333332
30716,30717,2013,7,3,20,2,18.0,65.19,992.0,25.0,SW,92.0,0.0,0.0,24.666666666666668
30717,30718,2013,7,3,21,2,19.0,73.67,992.0,24.0,SW,96.0,0.0,0.0,14.0
30718,30719,2013,7,3,22,2,18.0,69.2,992.0,24.0,SW,100.0,0.0,0.0,24.0
30719,30720,2013,7,3,23,2,17.0,64.98,992.0,24.0,SW,105.0,0.0,0.0,31.0
30720,30721,2013,7,4,0,2,18.0,73.5,992.0,23.0,SW,110.0,0.0,0.0,46.5
30721,30722,2013,7,4,1,2,19.0,78.24,992.0,23.0,SW,115.0,0.0,0.0,44.0
30722,30723,2013,7,4,2,2,20.0,88.45,992.0,22.0,SW,118.0,0.0,0.0,43.0
30723,30724,2013,7,4,3,2,20.0,94.03,992.0,21.0,SW,120.0,0.0,0.0,76.5
30724,30725,2013,7,4,4,2,19.0,88.37,992.0,21.0,SW,123.0,0.0,0.0,71.0
30725,30726,2013,7,4,5,2,19.0,83.13,992.0,22.0,SW,125.0,0.0,0.0,92.5
30726,30727,2013,7,4,6,2,19.0,83.13,992.0,22.0,SW,127.0,0.0,0.0,102.0
30727,30728,2013,7,4,7,2,20.0,73.84,992.0,25.0,SW,130.0,0.0,0.0,112.66666666666667
30728,30729,2013,7,4,8,2,21.0,69.79,992.0,27.0,SW,135.0,0.0,0.0,103.33333333333333
30729,30730,2013,7,4,9,2,20.0,61.9,992.0,28.0,SW,139.0,0.0,0.0,81.0
30730,30731,2013,7,4,10,2,21.0,62.13,992.0,29.0,SW,143.0,0.0,0.0,57.0
30731,30732,2013,7,4,11,2,21.0,58.65,992.0,30.0,SW,146.0,0.0,0.0,19.666666666666668
30732,30733,2013,7,4,12,2,18.0,48.69,992.0,30.0,SW,152.0,0.0,0.0,15.666666666666666
30733,30734,2013,7,4,13,2,18.0,48.69,992.0,30.0,SW,157.0,0.0,0.0,15.666666666666666
30734,30735,2013,7,4,14,2,18.0,48.69,992.0,30.0,SW,163.0,0.0,0.0,11.666666666666666
30735,30736,2013,7,4,15,2,18.0,45.99,992.0,31.0,SW,169.0,0.0,0.0,7.333333333333333
30736,30737,2013,7,4,16,2,18.0,45.99,992.0,31.0,SW,173.0,0.0,0.0,5.666666666666667
30737,30738,2013,7,4,17,2,19.0,51.83,992.0,30.0,SW,177.0,0.0,0.0,7.5
30738,30739,2013,7,4,18,2,20.0,58.42,992.0,29.0,SW,180.0,0.0,0.0,7.333333333333333
30739,30740,2013,7,4,19,2,21.0,65.83,993.0,28.0,SW,182.0,0.0,0.0,12.666666666666666
30740,30741,2013,7,4,20,2,21.0,74.02,993.0,26.0,SW,185.0,0.0,0.0,11.0
30741,30742,2013,7,4,21,2,22.0,83.48,993.0,25.0,SW,187.0,0.0,0.0,19.333333333333332
30742,30743,2013,7,4,22,2,21.0,83.37,993.0,24.0,SW,189.0,0.0,0.0,21.333333333333332
30743,30744,2013,7,4,23,2,21.0,88.54,994.0,23.0,SW,191.0,0.0,0.0,25.666666666666668
30744,30745,2013,7,5,0,2,21.0,88.54,994.0,23.0,SW,193.0,0.0,0.0,37.666666666666664
30745,30746,2013,7,5,1,2,21.0,88.54,993.0,23.0,SW,195.0,0.0,0.0,41.666666666666664
30746,30747,2013,7,5,2,2,21.0,88.54,993.0,23.0,SW,197.0,0.0,0.0,42.666666666666664
30747,30748,2013,7,5,3,2,20.0,88.45,993.0,22.0,SW,199.0,0.0,0.0,27.0
30748,30749,2013,7,5,4,2,20.0,88.45,994.0,22.0,SW,200.0,0.0,0.0,13.666666666666666
30749,30750,2013,7,5,5,2,20.0,88.45,994.0,22.0,SW,202.0,0.0,0.0,11.333333333333334
30750,30751,2013,7,5,6,2,21.0,88.54,995.0,23.0,SW,204.0,0.0,0.0,22.333333333333332
30751,30752,2013,7,5,7,2,22.0,88.62,995.0,24.0,SW,206.0,0.0,0.0,15.666666666666666
30752,30753,2013,7,5,8,2,21.0,74.02,995.0,26.0,SW,208.0,0.0,0.0,12.0
30753,30754,2013,7,5,9,2,21.0,69.79,995.0,27.0,SW,211.0,0.0,0.0,12.333333333333334
30754,30755,2013,7,5,10,2,21.0,65.83,996.0,28.0,SW,213.0,0.0,0.0,15.666666666666666
30755,30756,2013,7,5,11,2,21.0,62.13,996.0,29.0,SW,216.0,0.0,0.0,14.333333333333334
30756,30757,2013,7,5,12,2,20.0,58.42,996.0,29.0,SW,220.0,0.0,0.0,15.0
30757,30758,2013,7,5,13,2,18.0,48.69,996.0,30.0,SW,223.0,0.0,0.0,9.5
30758,30759,2013,7,5,14,2,17.0,45.72,996.0,30.0,SW,229.0,0.0,0.0,7.0
30759,30760,2013,7,5,15,2,16.0,42.9,997.0,30.0,SW,234.0,0.0,0.0,5.333333333333333
30760,30761,2013,7,5,16,2,15.0,40.24,997.0,30.0,SW,239.0,0.0,0.0,4.666666666666667
30761,30762,2013,7,5,17,2,16.0,42.9,997.0,30.0,SW,242.0,0.0,0.0,9.5
30762,30763,2013,7,5,18,2,16.0,45.44,998.0,29.0,SW,245.0,0.0,0.0,7.0
30763,30764,2013,7,5,19,2,17.0,57.69,998.0,26.0,SW,247.0,0.0,0.0,14.333333333333334
30764,30765,2013,7,5,20,2,17.0,61.21,999.0,25.0,SW,249.0,0.0,0.0,11.666666666666666
30765,30766,2013,7,5,21,2,17.0,64.98,1000.0,24.0,SE,2.0,0.0,0.0,22.0
30766,30767,2013,7,5,22,2,18.0,73.5,1000.0,23.0,SE,5.0,0.0,0.0,26.0
30767,30768,2013,7,5,23,2,18.0,83.01,1000.0,21.0,SE,7.0,0.0,0.0,32.666666666666664
30768,30769,2013,7,6,0,2,18.0,83.01,1001.0,21.0,SE,9.0,0.0,0.0,47.666666666666664
30769,30770,2013,7,6,1,2,18.0,83.01,1001.0,21.0,SE,12.0,0.0,0.0,52.333333333333336
30770,30771,2013,7,6,2,2,18.0,83.01,1001.0,21.0,SE,15.0,0.0,0.0,63.0
30771,30772,2013,7,6,3,2,18.0,83.01,1001.0,21.0,SE,17.0,0.0,0.0,92.33333333333333
30772,30773,2013,7,6,4,2,18.0,88.28,1002.0,20.0,SE,19.0,0.0,0.0,81.5
30773,30774,2013,7,6,5,2,18.0,88.28,1002.0,20.0,SE,21.0,0.0,0.0,77.0
30774,30775,2013,7,6,6,2,19.0,83.13,1002.0,22.0,SE,23.0,0.0,0.0,95.66666666666667
30775,30776,2013,7,6,7,2,20.0,73.84,1003.0,25.0,SE,25.0,0.0,0.0,78.0
30776,30777,2013,7,6,8,2,21.0,74.02,1003.0,26.0,SW,3.0,0.0,0.0,63.333333333333336
30777,30778,2013,7,6,9,2,19.0,54.9,1003.0,29.0,SW,6.0,0.0,0.0,43.333333333333336
30778,30779,2013,7,6,10,2,18.0,48.69,1003.0,30.0,SW,9.0,0.0,0.0,34.0
30779,30780,2013,7,6,11,2,19.0,48.96,1003.0,31.0,SW,12.0,0.0,0.0,25.0
30780,30781,2013,7,6,12,2,16.0,38.29,1003.0,32.0,SW,15.0,0.0,0.0,14.333333333333334
30781,30782,2013,7,6,13,2,16.0,36.2,1002.0,33.0,SW,18.0,0.0,0.0,13.0
30782,30783,2013,7,6,14,2,17.0,38.57,1002.0,33.0,SW,21.0,0.0,0.0,9.333333333333334
30783,30784,2013,7,6,15,2,17.0,40.8,1002.0,32.0,SW,25.0,0.0,0.0,19.333333333333332
30784,30785,2013,7,6,16,2,18.0,45.99,1002.0,31.0,SW,29.0,0.0,0.0,15.666666666666666
30785,30786,2013,7,6,17,2,18.0,45.99,1002.0,31.0,SW,33.0,0.0,0.0,12.333333333333334
