No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM2.5
12922,2011,6,23,9,2,22.0,88.0,998.0,24.0,SE,16.99,0.0,0.0,160.0
12923,2011,6,23,10,2,22.0,88.0,998.0,24.0,SE,21.01,0.0,0.0,169.0
12924,2011,6,23,11,2,22.0,83.0,998.0,25.0,SE,24.14,0.0,0.0,185.0
12925,2011,6,23,12,2,22.0,83.0,998.0,25.0,SE,28.16,0.0,0.0,184.0
12926,2011,6,23,13,2,22.0,83.0,998.0,25.0,SE,32.18,0.0,0.0,182.0
12927,2011,6,23,14,2,22.0,83.0,997.0,25.0,SE,36.2,0.0,0.0,163.0
12928,2011,6,23,15,2,22.0,83.0,997.0,25.0,SE,40.22,0.0,0.0,179.0
12929,2011,6,23,16,2,21.0,78.0,998.0,25.0,SE,45.14,8.9,8.9,194.0
12930,2011,6,23,17,2,19.0,93.0,999.0,20.0,NE,3.13,6.3,15.2,133.0
12931,2011,6,23,18,2,19.0,93.0,999.0,20.0,NW,4.92,6.0,21.2,51.0
12932,2011,6,23,19,2,19.0,93.0,999.0,20.0,NE,3.13,4.5,25.7,44.0
12933,2011,6,23,20,2,19.0,93.0,1002.0,20.0,SE,3.13,1.6,27.3,34.0
12934,2011,6,23,21,2,19.0,93.0,1003.0,20.0,SE,6.26,0.0,0.0,36.0
12935,2011,6,23,22,2,19.0,93.0,1004.0,20.0,SE,10.28,0.0,0.0,29.0
12936,2011,6,23,23,2,18.0,93.0,1004.0,19.0,NE,3.13,0.0,0.0,49.0
12937,2011,6,24,0,2,19.0,93.0,1005.0,20.0,NE,6.26,0.0,0.0,54.0
12938,2011,6,24,1,2,17.0,93.0,1005.0,18.0,NE,9.39,1.5,1.5,22.0
12939,2011,6,24,2,2,17.0,93.0,1005.0,18.0,NE,13.41,0.3,1.8,25.0
12940,2011,6,24,3,2,16.0,88.0,1006.0,18.0,NW,5.81,0.0,0.0,11.0
12941,2011,6,24,4,2,16.0,93.0,1006.0,17.0,NW,10.73,0.5,0.5,25.0
12942,2011,6,24,5,2,16.0,93.0,1007.0,17.0,NW,14.75,1.3,1.8,18.0
12943,2011,6,24,6,2,16.0,93.0,1007.0,17.0,NW,17.88,1.0,2.8,9.0
12944,2011,6,24,7,2,17.0,93.0,1008.0,18.0,NW,21.9,0.5,3.3,8.0
12945,2011,6,24,8,2,17.0,88.0,1009.0,19.0,NW,26.82,0.1,3.4,11.0
12946,2011,6,24,9,2,18.0,82.0,1009.0,21.0,NW,30.84,0.0,0.0,16.0
12947,2011,6,24,10,2,16.0,64.0,1009.0,23.0,NW,34.86,0.0,0.0,22.0
12948,2011,6,24,11,2,17.0,61.0,1009.0,25.0,NE,3.13,0.0,0.0,18.0
12949,2011,6,24,12,2,15.0,50.0,1009.0,26.0,cv,1.79,0.0,0.0,25.0
12950,2011,6,24,13,2,16.0,54.0,1009.0,26.0,cv,4.92,0.0,0.0,20.0
12951,2011,6,24,14,2,14.0,42.0,1009.0,28.0,cv,6.71,0.0,0.0,23.0
12952,2011,6,24,15,2,15.0,47.0,1009.0,27.0,NW,3.13,0.0,0.0,25.0
12953,2011,6,24,16,2,15.0,45.0,1008.0,28.0,SE,4.02,0.0,0.0,27.0
12954,2011,6,24,17,2,14.0,44.0,1009.0,27.0,cv,1.79,0.0,0.0,34.0
12955,2011,6,24,18,2,15.0,47.0,1009.0,27.0,cv,4.92,0.0,0.0,36.0
12956,2011,6,24,19,2,15.0,50.0,1009.0,26.0,NW,4.02,0.0,0.0,35.0
12957,2011,6,24,20,2,15.0,50.0,1010.0,26.0,NW,8.04,0.0,0.0,45.0
12958,2011,6,24,21,2,15.0,53.0,1011.0,25.0,NW,11.17,0.0,0.0,48.0
12959,2011,6,24,22,2,15.0,57.0,1011.0,24.0,cv,1.79,0.0,0.0,41.0
12960,2011,6,24,23,2,15.0,53.0,1011.0,25.0,NW,3.13,0.0,0.0,51.0
12961,2011,6,25,0,2,17.0,77.0,1012.0,21.0,NW,4.92,0.0,0.0,43.0
12962,2011,6,25,1,2,17.0,77.0,1012.0,21.0,NW,8.05,0.0,0.0,50.0
12963,2011,6,25,2,2,17.0,88.0,1012.0,19.0,NW,9.84,0.0,0.0,31.0
12964,2011,6,25,3,2,17.0,88.0,1012.0,19.0,NW,11.63,0.0,0.0,34.0
12965,2011,6,25,4,2,17.0,88.0,1012.0,19.0,cv,0.89,0.0,0.0,31.0
12966,2011,6,25,5,2,16.0,82.0,1012.0,19.0,NW,1.79,0.0,0.0,22.0
12967,2011,6,25,6,2,17.0,82.0,1012.0,20.0,NW,3.58,0.0,0.0,20.0
12968,2011,6,25,7,2,16.0,64.0,1013.0,23.0,NW,5.37,0.0,0.0,22.0
12969,2011,6,25,8,2,16.0,60.0,1013.0,24.0,NE,3.13,0.0,0.0,29.0
12970,2011,6,25,9,2,16.0,54.0,1013.0,26.0,NE,4.92,0.0,0.0,23.0
12971,2011,6,25,10,2,15.0,47.0,1013.0,27.0,SE,1.79,0.0,0.0,29.0
12972,2011,6,25,11,2,15.0,42.0,1012.0,29.0,cv,1.79,0.0,0.0,30.0
12973,2011,6,25,12,2,13.0,37.0,1012.0,29.0,SE,3.13,0.0,0.0,27.0
12974,2011,6,25,13,2,12.0,33.0,1011.0,30.0,cv,0.89,0.0,0.0,18.0
12975,2011,6,25,14,2,13.0,35.0,1011.0,30.0,cv,2.68,0.0,0.0,19.0
12976,2011,6,25,15,2,12.0,33.0,1010.0,30.0,SE,1.79,0.0,0.0,22.0
12977,2011,6,25,16,2,12.0,31.0,1010.0,31.0,SE,3.58,0.0,0.0,25.0
12978,2011,6,25,17,2,12.0,33.0,1009.0,30.0,SE,5.37,0.0,0.0,25.0
12979,2011,6,25,18,2,14.0,39.0,1009.0,29.0,cv,0.89,0.0,0.0,26.0
12980,2011,6,25,19,2,14.0,42.0,1009.0,28.0,SE,1.79,0.0,0.0,40.0
12981,2011,6,25,20,2,15.0,50.0,1009.0,26.0,cv,0.89,0.0,0.0,43.0
12982,2011,6,25,21,2,13.0,50.0,1009.0,24.0,cv,1.78,0.0,0.0,62.0
12983,2011,6,25,22,2,16.0,64.0,1010.0,23.0,SE,3.13,0.0,0.0,77.0
12984,2011,6,25,23,2,16.0,64.0,1010.0,23.0,SE,6.26,0.0,0.0,102.0
12985,2011,6,26,0,2,17.0,73.0,1009.0,22.0,SE,8.05,0.0,0.0,87.0
12986,2011,6,26,1,2,17.0,82.0,1009.0,20.0,cv,0.89,0.0,0.0,91.0
12987,2011,6,26,2,2,17.0,82.0,1009.0,20.0,SE,1.79,0.0,0.0,109.0
12988,2011,6,26,3,2,17.0,88.0,1008.0,19.0,NW,1.79,0.0,0.0,134.0
12989,2011,6,26,4,2,15.0,77.0,1007.0,19.0,NW,5.81,0.0,0.0,87.0
12990,2011,6,26,5,2,15.0,77.0,1007.0,19.0,NW,9.83,0.0,0.0,56.0
12991,2011,6,26,6,2,15.0,72.0,1007.0,20.0,NW,13.85,0.0,0.0,52.0
12992,2011,6,26,7,2,15.0,64.0,1007.0,22.0,NW,17.87,0.0,0.0,52.0
12993,2011,6,26,8,2,15.0,57.0,1007.0,24.0,NW,21.0,0.0,0.0,41.0
12994,2011,6,26,9,2,15.0,47.0,1006.0,27.0,NW,25.92,0.0,0.0,29.0
12995,2011,6,26,10,2,13.0,41.0,1006.0,27.0,NW,31.73,0.0,0.0,24.0
12996,2011,6,26,11,2,13.0,41.0,1005.0,27.0,NE,4.92,0.0,0.0,16.0
12997,2011,6,26,12,2,14.0,37.0,1004.0,30.0,NE,8.05,0.0,0.0,19.0
12998,2011,6,26,13,2,14.0,37.0,1003.0,30.0,NE,12.07,0.0,0.0,16.0
12999,2011,6,26,14,2,15.0,40.0,1001.0,30.0,NE,13.86,0.0,0.0,21.0
13000,2011,6,26,15,2,13.0,33.0,1001.0,31.0,cv,0.89,0.0,0.0,20.0
13001,2011,6,26,16,2,15.0,37.0,1000.0,31.0,NE,1.79,0.0,0.0,21.0
13002,2011,6,26,17,2,14.0,35.0,999.0,31.0,NE,4.92,0.0,0.0,24.0
13003,2011,6,26,18,2,14.0,35.0,999.0,31.0,NE,8.05,0.0,0.0,23.0
13004,2011,6,26,19,2,14.0,37.0,999.0,30.0,NE,11.18,0.0,0.0,27.0
13005,2011,6,26,20,2,14.0,42.0,999.0,28.0,NE,12.07,0.0,0.0,75.0
13006,2011,6,26,21,2,17.0,57.0,999.0,26.0,cv,0.89,0.0,0.0,64.0
13007,2011,6,26,22,2,15.0,53.0,999.0,25.0,NW,1.79,0.0,0.0,62.0
13008,2011,6,26,23,2,16.0,60.0,999.0,24.0,NW,4.92,0.0,0.0,72.0
13009,2011,6,27,0,2,16.0,64.0,999.0,23.0,NW,8.05,0.0,0.0,74.0
13010,2011,6,27,1,2,14.0,50.0,998.0,25.0,NW,12.07,0.0,0.0,49.0
13011,2011,6,27,2,2,15.0,68.0,998.0,21.0,NW,15.2,0.0,0.0,47.0
13012,2011,6,27,3,2,16.0,73.0,998.0,21.0,SE,1.79,0.0,0.0,57.0
13013,2011,6,27,4,2,18.0,88.0,998.0,20.0,cv,0.89,0.0,0.0,49.0
13014,2011,6,27,5,2,18.0,88.0,999.0,20.0,NE,0.89,0.0,0.0,81.0
13015,2011,6,27,6,2,19.0,93.0,999.0,20.0,NE,1.78,0.0,0.0,125.0
13016,2011,6,27,7,2,19.0,83.0,999.0,22.0,cv,0.89,0.0,0.0,127.0
13017,2011,6,27,8,2,19.0,69.0,999.0,25.0,cv,1.78,0.0,0.0,79.0
13018,2011,6,27,9,2,18.0,57.0,1000.0,27.0,cv,2.67,0.0,0.0,59.0
13019,2011,6,27,10,2,14.0,39.0,999.0,29.0,cv,4.46,0.0,0.0,36.0
13020,2011,6,27,11,2,12.0,33.0,999.0,30.0,NW,4.02,0.0,0.0,26.0
13021,2011,6,27,12,2,12.0,31.0,998.0,31.0,cv,1.79,0.0,0.0,30.0
13022,2011,6,27,13,2,13.0,33.0,998.0,31.0,cv,3.58,0.0,0.0,16.0
13023,2011,6,27,14,2,14.0,35.0,998.0,31.0,SE,3.13,0.0,0.0,31.0
13024,2011,6,27,15,2,12.0,33.0,998.0,30.0,SE,6.26,0.0,0.0,39.0
13025,2011,6,27,16,2,15.0,40.0,998.0,30.0,SE,11.18,0.0,0.0,40.0
13026,2011,6,27,17,2,15.0,40.0,998.0,30.0,SE,15.2,0.0,0.0,51.0
13027,2011,6,27,18,2,14.0,37.0,999.0,30.0,SE,19.22,0.0,0.0,53.0
13028,2011,6,27,19,2,15.0,45.0,999.0,28.0,SE,22.35,0.0,0.0,58.0
13029,2011,6,27,20,2,15.0,45.0,1000.0,28.0,SE,24.14,0.0,0.0,55.0
13030,2011,6,27,21,2,16.0,54.0,1000.0,26.0,SE,25.93,0.0,0.0,56.0
13031,2011,6,27,22,2,17.0,57.0,1001.0,26.0,SE,29.06,0.0,0.0,93.0
13032,2011,6,27,23,2,18.0,69.0,1001.0,24.0,SE,32.19,0.0,0.0,108.0
13033,2011,6,28,0,2,18.0,69.0,1001.0,24.0,SE,33.08,0.0,0.0,94.0
13034,2011,6,28,1,2,18.0,73.0,1001.0,23.0,SE,33.97,0.0,0.0,112.0
13035,2011,6,28,2,2,18.0,78.0,1002.0,22.0,SE,35.76,0.0,0.0,118.0
13036,2011,6,28,3,2,18.0,78.0,1001.0,22.0,SE,37.55,0.0,0.0,121.0
13037,2011,6,28,4,2,18.0,82.0,1002.0,21.0,NE,1.79,0.0,0.0,119.0
13038,2011,6,28,5,2,18.0,78.0,1002.0,22.0,cv,0.45,0.0,0.0,127.0
13039,2011,6,28,6,2,18.0,78.0,1002.0,22.0,SE,0.89,0.0,0.0,123.0
13040,2011,6,28,7,2,18.0,73.0,1003.0,23.0,NW,1.79,0.0,0.0,125.0
13041,2011,6,28,8,2,18.0,69.0,1003.0,24.0,cv,0.89,0.0,0.0,127.0
13042,2011,6,28,9,2,19.0,69.0,1003.0,25.0,NE,1.79,0.0,0.0,205.0
13043,2011,6,28,10,2,19.0,61.0,1003.0,27.0,SE,1.79,0.0,0.0,149.0
13044,2011,6,28,11,2,20.0,61.0,1003.0,28.0,NE,1.79,0.0,0.0,162.0
13045,2011,6,28,12,2,20.0,58.0,1003.0,29.0,SE,1.79,0.0,0.0,173.0
13046,2011,6,28,13,2,20.0,55.0,1002.0,30.0,cv,3.13,0.0,0.0,202.0
13047,2011,6,28,14,2,20.0,49.0,1001.0,32.0,SE,3.13,0.0,0.0,185.0
13048,2011,6,28,15,2,20.0,49.0,1001.0,32.0,SE,7.15,0.0,0.0,166.0
13049,2011,6,28,16,2,19.0,43.0,1001.0,33.0,SE,11.17,0.0,0.0,152.0
13050,2011,6,28,17,2,18.0,43.0,1001.0,32.0,SE,12.96,0.0,0.0,137.0
13051,2011,6,28,18,2,18.0,45.0,1001.0,31.0,SE,16.09,0.0,0.0,156.0
13052,2011,6,28,19,2,18.0,48.0,1001.0,30.0,SE,19.22,0.0,0.0,132.0
13053,2011,6,28,20,2,19.0,51.0,1002.0,30.0,SE,22.35,0.0,0.0,116.0
13054,2011,6,28,21,2,19.0,61.0,1003.0,27.0,SE,25.48,0.0,0.0,113.0
13055,2011,6,28,22,2,19.0,61.0,1004.0,27.0,SE,28.61,0.0,0.0,141.0
13056,2011,6,28,23,2,20.0,69.0,1004.0,26.0,SE,30.4,0.0,0.0,177.0
13057,2011,6,29,0,2,19.0,73.0,1004.0,24.0,cv,0.89,0.0,0.0,199.0
13058,2011,6,29,1,2,19.0,73.0,1004.0,24.0,NE,1.79,0.0,0.0,226.0
13059,2011,6,29,2,2,19.0,78.0,1004.0,23.0,cv,0.89,0.0,0.0,229.0
13060,2011,6,29,3,2,19.0,78.0,1003.0,23.0,cv,1.78,0.0,0.0,242.0
13061,2011,6,29,4,2,20.0,88.0,1003.0,22.0,cv,2.23,0.0,0.0,244.0
13062,2011,6,29,5,2,20.0,88.0,1004.0,22.0,cv,3.12,0.0,0.0,265.0
13063,2011,6,29,6,2,20.0,83.0,1004.0,23.0,SE,0.89,0.0,0.0,266.0
13064,2011,6,29,7,2,21.0,83.0,1005.0,24.0,cv,0.89,0.0,0.0,259.0
13065,2011,6,29,8,2,21.0,83.0,1005.0,24.0,SE,1.79,0.0,0.0,274.0
13066,2011,6,29,9,2,22.0,83.0,1005.0,25.0,SE,4.92,0.0,0.0,275.0
13067,2011,6,29,10,2,22.0,78.0,1005.0,26.0,SE,6.71,0.0,0.0,242.0
13068,2011,6,29,11,2,23.0,78.0,1005.0,27.0,SE,8.5,0.0,0.0,232.0
13069,2011,6,29,12,2,22.0,69.0,1005.0,28.0,SE,10.29,0.0,0.0,208.0
13070,2011,6,29,13,2,22.0,65.0,1004.0,29.0,SE,14.31,0.0,0.0,204.0
13071,2011,6,29,14,2,22.0,62.0,1003.0,30.0,SE,18.33,0.0,0.0,190.0
13072,2011,6,29,15,2,22.0,62.0,1003.0,30.0,SE,22.35,0.0,0.0,223.0
13073,2011,6,29,16,2,22.0,62.0,1002.0,30.0,SE,27.27,0.0,0.0,228.0
13074,2011,6,29,17,2,23.0,66.0,1002.0,30.0,SE,32.19,0.0,0.0,243.0
13075,2011,6,29,18,2,22.0,69.0,1002.0,28.0,SE,37.11,0.0,0.0,229.0
13076,2011,6,29,19,2,22.0,74.0,1002.0,27.0,SE,42.03,0.0,0.0,224.0
13077,2011,6,29,20,2,22.0,74.0,1003.0,27.0,SE,46.95,0.0,0.0,206.0
13078,2011,6,29,21,2,22.0,78.0,1003.0,26.0,SE,50.97,0.0,0.0,226.0
13079,2011,6,29,22,2,22.0,83.0,1004.0,25.0,cv,0.89,0.0,0.0,256.0
13080,2011,6,29,23,2,22.0,83.0,1004.0,25.0,SE,3.13,0.0,0.0,266.0
13081,2011,6,30,0,2,22.0,88.0,1003.0,24.0,SE,6.26,0.0,0.0,242.0
13082,2011,6,30,1,2,21.0,83.0,1003.0,24.0,SE,9.39,1.9,1.9,255.0
13083,2011,6,30,2,2,22.0,94.0,1003.0,23.0,SE,11.18,0.1,2.0,238.0
13084,2011,6,30,3,2,22.0,94.0,1002.0,23.0,NE,1.79,0.0,0.0,229.0
13085,2011,6,30,4,2,22.0,94.0,1002.0,23.0,cv,0.89,0.0,0.0,231.0
13086,2011,6,30,5,2,22.0,94.0,1002.0,23.0,SE,1.79,0.0,0.0,219.0
13087,2011,6,30,6,2,22.0,94.0,1003.0,23.0,SE,4.92,7.9,7.9,145.0
13088,2011,6,30,7,2,20.0,94.0,1003.0,21.0,SE,6.71,1.5,9.4,35.0
13089,2011,6,30,8,2,21.0,94.0,1003.0,22.0,cv,0.89,0.0,0.0,38.0
13090,2011,6,30,9,2,21.0,88.0,1003.0,23.0,cv,1.78,0.0,0.0,37.0
13091,2011,6,30,10,2,21.0,88.0,1003.0,23.0,NE,1.79,0.0,0.0,33.0
13092,2011,6,30,11,2,22.0,88.0,1003.0,24.0,cv,0.89,0.0,0.0,48.0
13093,2011,6,30,12,2,21.0,78.0,1003.0,25.0,cv,1.78,0.0,0.0,48.0
13094,2011,6,30,13,2,22.0,74.0,1002.0,27.0,cv,2.67,0.0,0.0,47.0
13095,2011,6,30,14,2,21.0,65.0,1002.0,28.0,NE,1.79,0.0,0.0,52.0
13096,2011,6,30,15,2,23.0,70.0,1002.0,29.0,SE,1.79,0.0,0.0,58.0
13097,2011,6,30,16,2,23.0,70.0,1002.0,29.0,cv,1.79,0.0,0.0,75.0
13098,2011,6,30,17,2,23.0,70.0,1001.0,29.0,SE,1.79,0.0,0.0,113.0
13099,2011,6,30,18,2,23.0,74.0,1002.0,28.0,NE,3.13,0.0,0.0,150.0
13100,2011,6,30,19,2,23.0,74.0,1002.0,28.0,SE,1.79,0.0,0.0,213.0
13101,2011,6,30,20,2,23.0,78.0,1003.0,27.0,SE,3.58,0.0,0.0,213.0
13102,2011,6,30,21,2,23.0,78.0,1003.0,27.0,SE,4.47,0.0,0.0,218.0
13103,2011,6,30,22,2,23.0,78.0,1004.0,27.0,SE,6.26,0.0,0.0,233.0
13104,2011,6,30,23,2,23.0,83.0,1004.0,26.0,SE,9.39,0.0,0.0,245.0
13105,2011,7,1,0,2,23.0,83.0,1003.0,26.0,SE,11.18,0.0,0.0,254.0
13106,2011,7,1,1,2,23.0,88.0,1003.0,25.0,SE,12.97,0.0,0.0,232.0
13107,2011,7,1,2,2,23.0,88.0,1003.0,25.0,cv,0.89,0.0,0.0,220.0
13108,2011,7,1,3,2,23.0,94.0,1002.0,24.0,cv,1.78,0.0,0.0,222.0
13109,2011,7,1,4,2,22.0,88.0,1003.0,24.0,SE,1.79,0.0,0.0,230.0
13110,2011,7,1,5,2,22.0,88.0,1003.0,24.0,cv,0.89,0.0,0.0,226.0
13111,2011,7,1,6,2,23.0,94.0,1003.0,24.0,SE,0.89,0.0,0.0,221.0
13112,2011,7,1,7,2,23.0,88.0,1003.0,25.0,cv,0.89,2.5,2.5,206.0
13113,2011,7,1,8,2,23.0,88.0,1004.0,25.0,SE,4.92,3.5,6.0,82.0
13114,2011,7,1,9,2,23.0,94.0,1004.0,24.0,SE,8.05,0.6,6.6,29.0
13115,2011,7,1,10,2,23.0,94.0,1003.0,24.0,cv,0.89,0.0,0.0,39.0
13116,2011,7,1,11,2,23.0,94.0,1003.0,24.0,SE,1.79,0.0,0.0,61.0
13117,2011,7,1,12,2,24.0,94.0,1003.0,25.0,SE,4.92,0.0,0.0,77.0
13118,2011,7,1,13,2,24.0,94.0,1003.0,25.0,SE,6.71,0.0,0.0,93.0
13119,2011,7,1,14,2,23.0,83.0,1002.0,26.0,NE,3.13,0.0,0.0,109.0
13120,2011,7,1,15,2,23.0,83.0,1001.0,26.0,SE,1.79,0.0,0.0,94.0
13121,2011,7,1,16,2,23.0,83.0,1001.0,26.0,cv,0.89,0.0,0.0,81.0
13122,2011,7,1,17,2,23.0,83.0,1001.0,26.0,SE,1.79,0.0,0.0,91.0
13123,2011,7,1,18,2,23.0,83.0,1001.0,26.0,cv,0.89,0.0,0.0,117.0
13124,2011,7,1,19,2,23.0,83.0,1001.0,26.0,SE,1.79,0.0,0.0,121.0
13125,2011,7,1,20,2,23.0,88.0,1002.0,25.0,SE,3.58,0.0,0.0,112.0
13126,2011,7,1,21,2,23.0,88.0,1002.0,25.0,SE,5.37,0.0,0.0,108.0
13127,2011,7,1,22,2,24.0,94.0,1002.0,25.0,cv,0.89,0.0,0.0,118.0
13128,2011,7,1,23,2,23.0,88.0,1002.0,25.0,SE,1.79,0.0,0.0,133.0
13129,2011,7,2,0,2,23.0,94.0,1001.0,24.0,cv,0.89,0.0,0.0,141.0
13130,2011,7,2,1,2,23.0,94.0,1001.0,24.0,SE,0.89,0.0,0.0,150.0
13131,2011,7,2,2,2,23.0,94.0,1001.0,24.0,cv,0.89,0.0,0.0,170.0
13132,2011,7,2,3,2,23.0,94.0,1001.0,24.0,cv,1.78,0.0,0.0,165.0
13133,2011,7,2,4,2,23.0,94.0,1000.0,24.0,NE,1.79,0.0,0.0,179.0
13134,2011,7,2,5,2,23.0,94.0,1000.0,24.0,NE,2.68,0.1,0.1,153.0
13135,2011,7,2,6,2,23.0,94.0,1000.0,24.0,cv,0.89,0.1,0.2,166.0
13136,2011,7,2,7,2,23.0,94.0,1001.0,24.0,SE,1.79,0.2,0.4,165.0
13137,2011,7,2,8,2,24.0,94.0,1001.0,25.0,cv,0.89,0.0,0.0,160.0
13138,2011,7,2,9,2,24.0,94.0,1001.0,25.0,cv,1.78,0.0,0.0,176.0
13139,2011,7,2,10,2,24.0,88.0,1001.0,26.0,NW,4.02,0.0,0.0,162.0
13140,2011,7,2,11,2,24.0,88.0,1001.0,26.0,NW,5.81,0.0,0.0,144.0
13141,2011,7,2,12,2,23.0,78.0,1001.0,27.0,cv,0.89,0.0,0.0,128.0
13142,2011,7,2,13,2,24.0,78.0,1000.0,28.0,SE,1.79,0.0,0.0,140.0
13143,2011,7,2,14,2,24.0,78.0,1000.0,28.0,SE,3.58,0.0,0.0,133.0
13144,2011,7,2,15,2,24.0,78.0,1000.0,28.0,SE,5.37,0.0,0.0,122.0
13145,2011,7,2,16,2,24.0,78.0,999.0,28.0,cv,0.89,0.0,0.0,164.0
13146,2011,7,2,17,2,24.0,78.0,999.0,28.0,cv,1.78,0.0,0.0,155.0
13147,2011,7,2,18,2,24.0,78.0,999.0,28.0,cv,2.67,0.0,0.0,170.0
13148,2011,7,2,19,2,23.0,78.0,1000.0,27.0,cv,4.46,0.0,0.0,164.0
13149,2011,7,2,20,2,23.0,83.0,1000.0,26.0,SE,1.79,0.0,0.0,187.0
13150,2011,7,2,21,2,23.0,88.0,1001.0,25.0,cv,0.89,0.0,0.0,187.0
13151,2011,7,2,22,2,23.0,88.0,1001.0,25.0,cv,1.78,0.0,0.0,198.0
13152,2011,7,2,23,2,23.0,94.0,1001.0,24.0,SE,1.79,0.0,0.0,202.0
13153,2011,7,3,0,2,23.0,94.0,1001.0,24.0,SE,2.68,0.0,0.0,215.0
13154,2011,7,3,1,2,23.0,94.0,1001.0,24.0,SE,4.47,0.0,0.0,195.0
13155,2011,7,3,2,2,23.0,94.0,1001.0,24.0,cv,0.89,0.0,0.0,195.0
13156,2011,7,3,3,2,23.0,100.0,1001.0,23.0,NE,0.89,0.0,0.0,245.0
13157,2011,7,3,4,2,23.0,100.0,1001.0,23.0,cv,0.89,0.0,0.0,224.0
13158,2011,7,3,5,2,22.0,94.0,1001.0,23.0,NW,1.79,0.0,0.0,220.0
13159,2011,7,3,6,2,23.0,94.0,1002.0,24.0,NW,4.92,0.0,0.0,244.0
13160,2011,7,3,7,2,23.0,88.0,1002.0,25.0,NW,8.94,0.0,0.0,238.0
13161,2011,7,3,8,2,22.0,78.0,1003.0,26.0,NW,12.96,0.0,0.0,140.0
13162,2011,7,3,9,2,19.0,61.0,1003.0,27.0,NW,16.98,0.0,0.0,72.0
13163,2011,7,3,10,2,19.0,54.0,1003.0,29.0,NW,20.11,0.0,0.0,47.0
13164,2011,7,3,11,2,16.0,40.0,1002.0,31.0,NE,4.02,0.0,0.0,30.0
13165,2011,7,3,12,2,16.0,38.0,1002.0,32.0,NW,3.13,0.0,0.0,26.0
13166,2011,7,3,13,2,15.0,33.0,1002.0,33.0,NW,4.92,0.0,0.0,25.0
13167,2011,7,3,14,2,15.0,32.0,1001.0,34.0,cv,3.13,0.0,0.0,19.0
13168,2011,7,3,15,2,14.0,30.0,1001.0,34.0,NE,1.79,0.0,0.0,26.0
13169,2011,7,3,16,2,15.0,32.0,1001.0,34.0,cv,1.79,0.0,0.0,23.0
13170,2011,7,3,17,2,15.0,32.0,1000.0,34.0,cv,2.68,0.0,0.0,30.0
13171,2011,7,3,18,2,15.0,33.0,1001.0,33.0,SE,1.79,0.0,0.0,44.0
13172,2011,7,3,19,2,18.0,45.0,1001.0,31.0,SE,4.92,0.0,0.0,46.0
13173,2011,7,3,20,2,17.0,43.0,1002.0,31.0,SE,8.94,0.0,0.0,44.0
13174,2011,7,3,21,2,18.0,45.0,1002.0,31.0,SE,13.86,0.0,0.0,46.0
13175,2011,7,3,22,2,18.0,48.0,1002.0,30.0,SE,17.88,0.0,0.0,56.0
13176,2011,7,3,23,2,18.0,51.0,1003.0,29.0,SE,21.9,0.0,0.0,72.0
13177,2011,7,4,0,2,19.0,65.0,1003.0,26.0,NE,1.79,0.0,0.0,96.0
13178,2011,7,4,1,2,20.0,78.0,1003.0,24.0,cv,0.89,0.0,0.0,108.0
13179,2011,7,4,2,2,20.0,83.0,1004.0,23.0,NE,1.79,0.0,0.0,104.0
13180,2011,7,4,3,2,21.0,88.0,1003.0,23.0,cv,0.89,0.0,0.0,74.0
13181,2011,7,4,4,2,20.0,83.0,1004.0,23.0,NW,0.89,0.0,0.0,85.0
13182,2011,7,4,5,2,19.0,83.0,1004.0,22.0,NW,4.02,0.0,0.0,55.0
13183,2011,7,4,6,2,19.0,83.0,1005.0,22.0,NW,7.15,0.0,0.0,48.0
13184,2011,7,4,7,2,20.0,73.0,1005.0,25.0,NW,8.94,0.0,0.0,46.0
13185,2011,7,4,8,2,19.0,61.0,1005.0,27.0,NW,10.73,0.0,0.0,47.0
13186,2011,7,4,9,2,17.0,48.0,1005.0,29.0,NW,12.52,0.0,0.0,36.0
13187,2011,7,4,10,2,16.0,40.0,1005.0,31.0,cv,0.89,0.0,0.0,42.0
13188,2011,7,4,11,2,16.0,40.0,1004.0,31.0,NW,1.79,0.0,0.0,36.0
13189,2011,7,4,12,2,16.0,36.0,1004.0,33.0,cv,0.89,0.0,0.0,37.0
13190,2011,7,4,13,2,15.0,33.0,1003.0,33.0,SE,1.79,0.0,0.0,40.0
13191,2011,7,4,14,2,13.0,28.0,1003.0,34.0,SE,4.92,0.0,0.0,52.0
13192,2011,7,4,15,2,14.0,28.0,1002.0,35.0,cv,3.13,0.0,0.0,71.0
13193,2011,7,4,16,2,16.0,34.0,1002.0,34.0,SE,1.79,0.0,0.0,63.0
13194,2011,7,4,17,2,21.0,46.0,1002.0,34.0,SE,5.81,0.0,0.0,88.0
13195,2011,7,4,18,2,21.0,49.0,1002.0,33.0,SE,8.94,0.0,0.0,96.0
13196,2011,7,4,19,2,21.0,52.0,1002.0,32.0,SE,12.07,0.0,0.0,73.0
13197,2011,7,4,20,2,16.0,38.0,1002.0,32.0,SE,16.09,0.0,0.0,63.0
13198,2011,7,4,21,2,18.0,45.0,1003.0,31.0,SE,20.11,0.0,0.0,61.0
13199,2011,7,4,22,2,18.0,48.0,1003.0,30.0,SE,25.03,0.0,0.0,57.0
13200,2011,7,4,23,2,18.0,48.0,1002.0,30.0,SE,29.05,0.0,0.0,65.0
